Local authority name,Local authority code,Local authority website URL,Service name,Service URL,Operator name,Operator URL,Catalogue URL,Android app URL,iOS app URL,Email,Phone,New member URL,Libraries URL,Mobile libraries URL,Home service URL,Computer access URL,Wifi access URL,Fees and charges URL,Child fine,Adult fine,Fine interval,Fine notes,Fine free URL,Childrens service URL,Instagram name,Facebook page name,Twitter handle,YouTube ID,Flickr ID,Events URL,Eventbrite ID,Google calendar ID,Blog URL,Blog RSS feed,News URL,News signup URL,News RSS feed,Podcast name,Podcast URL,Podcast RSS feed,Borrowbox ID,Borrowbox offer,Overdrive name,Overdrive offer,RBDigital name,RBDigital offer,cloudLibrary name,cloudLibrary offer,uLibrary name,uLibrary offer,Ebook info URL,Audiobook info URL,Emagazines info URL,Ebook supplier,Ebook URL,Audiobook supplier,Audiobook URL,Library management system supplier,Library management system,Online catalogue system,Events,Time to read library,Library notification,Services,Green library
Birmingham,E08000025,,,https://www.birmingham.gov.uk/libraries,,,https://birmingham.spydus.co.uk,,,enquiries@libraryofbirmingham.com,0121 242 4242,https://birmingham.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.birmingham.gov.uk/directory/14/libraries_in_birmingham,https://www.birmingham.gov.uk/mobile-library,https://www.birmingham.gov.uk/lsah,https://www.birmingham.gov.uk/info/50163/library_services/1544/using_library_computers,https://www.birmingham.gov.uk/info/50163/library_services/1544/using_library_computers/8,https://www.birmingham.gov.uk/info/20087/libraries/1439/library_and_archive_fees_and_charges,£0.25,£0.25,Day,,,https://www.birmingham.gov.uk/info/50136/children_and_young_people,,libraryofbirmingham,LibraryofBham,,,https://www.birmingham.gov.uk/events/20087/libraries,,,,,https://www.birmingham.gov.uk/news/20087/libraries,,https://www.birmingham.gov.uk/rss/20087/news,,,,,,birmingham-uk,Ebooks,birminghamcentral,"Audiobooks,Magazines,Comics",,,,,https://www.birmingham.gov.uk/info/50163/library_services/1550/ebooks,https://www.birmingham.gov.uk/info/50163/library_services/2030/eaudiobooks_enewspapers_ecomics_and_emagazines,https://www.birmingham.gov.uk/info/50163/library_services/2030/eaudiobooks_enewspapers_ecomics_and_emagazines,Overdrive,https://birmingham-uk.overdrive.com,RBDigital,https://birminghamcentral.rbdigitalglobal.com,Civica,Spydus,Spydus,,,,,
Blackburn with Darwen,E06000008,,,https://www.blackburn.gov.uk/library,,,https://bwdlibraries.spydus.co.uk,,,library@blackburn.gov.uk,01254 661221,https://bwdlibraries.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://bwdlibraries.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/LOCATIONSHOURS,,https://www.blackburn.gov.uk/libraries-and-reading/home-library-service,https://www.blackburn.gov.uk/libraries-and-reading/computer-access,,https://www.blackburn.gov.uk/bwdlibraries/library-charges-and-loans,£0.00,£0.00,,,,https://www.blackburn.gov.uk/libraries-and-reading/childrens-libraries,,BlackburnwithDarwenLibraries,BwdLibraries,,,https://www.blackburn.gov.uk/libraries-and-reading/reading-groups,,,https://www.blackburn.gov.uk/libraries-and-reading/library-news,,,,,,,,5614,"Ebooks,Audiobooks",,,greatermanchester,Magazines,,,,,https://www.blackburn.gov.uk/libraries-and-reading/e-books-and-e-audio-books,https://www.blackburn.gov.uk/libraries-and-reading/e-books-and-e-audio-books,https://www.blackburn.gov.uk/libraries-and-reading/e-magazines,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5614,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5614,Civica,Spydus,Spydus,,checked,,,checked
Blackpool,E06000009,,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Blackpool-libraries.aspx,,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Library-catalogue-search.aspx,,,library.info@blackpool.gov.uk,01253 478080,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Join-the-library.aspx,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Libraries-and-opening-times/Libraries-and-opening-times.aspx,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/At-Home-library-service.aspx,,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Library-service-fees-and-charges.aspx,£0.00,£0.00,,,,,,BlackpoolLibraries,bpoollibraries,,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Library-events.aspx,,,,,,,,,,,,,blackpool,"Ebooks,Audiobooks",blackpool,"Ebooks,Audiobooks,Magazines,Comics",,,,,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/e-Books-and-e-audiobooks.aspx,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/e-Books-and-e-audiobooks.aspx,https://www.blackpool.gov.uk/Residents/Libraries-arts-and-heritage/Libraries/Online-magazines.aspx,Overdrive,https://blackpool.overdrive.com,Overdrive,https://blackpool.overdrive.com,Civica,Spydus,In House,Reading chat,checked,,,checked
Blaenau Gwent,W06000019,,,https://aneurinleisure.org.uk/explore/libraries,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/bgwent_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,blaenaugwentlibraries@aneurinleisure.org.uk,01495 355055,https://aneurinleisure.org.uk/explore/libraries,https://aneurinleisure.org.uk/explore/libraries,,https://aneurinleisure.org.uk/explore/libraries/library-services,https://aneurinleisure.org.uk/explore/libraries/library-services,,https://aneurinleisure.org.uk/explore/libraries/library-services,£0.00,£0.00,,,,https://aneurinleisure.org.uk/explore/libraries/library-services,,,,,,,,,,,,,,,,,6352,"Ebooks,Audiobooks",,,wales,"Magazines,Comics",,,,,https://aneurinleisure.org.uk/explore/libraries,https://aneurinleisure.org.uk/explore/libraries,https://aneurinleisure.org.uk/explore/libraries,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6352,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6352,SirsiDynix,Symphony,Enterprise,,,,,
Bolton,E08000001,,,https://www.bolton.gov.uk/libraries?categoryId=20049,,,https://bolton.spydus.co.uk,,,askboltonlibraries@bolton.gov.uk,01204 332853,https://www.bolton.gov.uk/libraries/join-library,https://www.bolton.gov.uk/library-locations?categoryId=20111,,https://www.bolton.gov.uk/library-services/home-library-service,https://www.bolton.gov.uk/library-services/library-computers-internet-access,,https://www.bolton.gov.uk/library-services/library-charges,£0.20,£0.20,Day,,,https://www.bolton.gov.uk/discover-library/online-resources-children,,BoltonLibraryandMuseumServices,BoltonLMS,,,,,,,,,,,,,,5632,"Ebooks,Audiobooks",,,,,,,,,https://www.bolton.gov.uk/discover-library/ebooks-eaudiobooks-emagazines,https://www.bolton.gov.uk/discover-library/ebooks-eaudiobooks-emagazines,https://www.bolton.gov.uk/discover-library/ebooks-eaudiobooks-emagazines,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5632,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5632,Civica,Spydus,Spydus,,checked,,,checked
"Bournemouth, Christchurch and Poole",E06000058,,,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,,,https://www.librarieswest.org.uk/client/en_GB/default,https://play.google.com/store/apps/details?id=uk.co.solus.librarieswest,https://itunes.apple.com/us/app/librarieswest/id935637390,libraries@poole.gov.uk,01202 262421,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,https://www.bcpcouncil.gov.uk/Libraries/Library-charges.aspx,£0.00,£0.20,Day,,,https://www.bcpcouncil.gov.uk/Quicklinks/fwlanding/libraries.aspx,,,BCPLibraries,PLOifsSIbtSV0MwsHY6lIHNDApHj8mYGMa,,,,,,,,,,,,,6367,Audiobooks,,,poole,"Comics,Magazines,Audiobooks",LW,Ebooks,,,https://www.librarieswest.org.uk/client/en_GB/default/?rm=NEW+E+BOOK+%26+E0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.librarieswest.org.uk/client/en_GB/default/?rm=NEW+E+BOOK+%26+E0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.librarieswest.org.uk/client/en_GB/default/?rm=E+MAGAZINES+0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,Bibliotheca,https://ebook.yourcloudlibrary.com/library/LW/Featured,Bolinda,https://www.borrowbox.com/librarieswest/,SirsiDynix,Symphony,Enterprise,,,,,
Bracknell Forest,E06000036,,,https://www.bracknell-forest.gov.uk/libraries,,,https://prism.librarymanagementcloud.co.uk/bracknellforest,,,,01344 352000,https://www.bracknell-forest.gov.uk/libraries/joining-library,https://www.bracknell-forest.gov.uk/libraries/find-library,,https://www.bracknell-forest.gov.uk/libraries/home-library-service,https://my.bracknell-forest.gov.uk/librarypcbookings/,,https://www.bracknell-forest.gov.uk/libraries/using-your-library/library-charges,£0.60,£0.60,Day,,,,,bracknell.library,bracknell_lib,BracknellForestC,,https://content.govdelivery.com/accounts/UKBRACKNELL/bulletins/28238a5,,,,,,https://content.govdelivery.com/accounts/UKBRACKNELL/bulletins/28238a5,,,,,1403,"Audiobooks,Ebooks",,,bracknell,"Audiobooks,Magazines",,,,,https://www.bracknell-forest.gov.uk/libraries/e-books-and-e-audio,https://www.bracknell-forest.gov.uk/libraries/e-books-and-e-audio,https://www.bracknell-forest.gov.uk/libraries/e-magazines-and-e-newspapers,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=1403,RBDigital,https://bracknell.rbdigitalglobal.com/,Capita,Alto,Prism,,,,,
Bradford,E08000032,,,https://www.bradford.gov.uk/libraries,,,https://prism.librarymanagementcloud.co.uk/bradford/,,,city.library@bradford.gov.uk.,01274 433600,https://www.bradford.gov.uk/libraries/library-services-online/join-the-library-form/,https://www.bradford.gov.uk/site-navigation?l1=1186&l2=1370,,https://www.bradford.gov.uk/libraries/services-in-our-libraries/home-library-service/,https://pcbooking.bradford.gov.uk/Login.aspx?ReturnUrl=%2f,https://www.bradford.gov.uk/libraries/services-in-our-libraries/free-wi-fi/,https://www.bradford.gov.uk/libraries/services-in-our-libraries/fees-and-charges-in-libraries/,£0.00,£0.00,,,,https://www.bradford.gov.uk/site-navigation?l1=1186&l2=8053,,bradfordlibraries, ‎bradfordlibs247,UC2BzBfbOhrXdYlPlRw5wHuw,,,,,,,,,,,,,5270,"Ebooks,Audiobooks",,,,,,,,,https://www.bradford.gov.uk/libraries/library-services-online/e-books/,https://www.bradford.gov.uk/libraries/library-services-online/e-books/,https://www.bradford.gov.uk/libraries/library-services-online/e-newspapers-and-e-magazines/,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5270,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=5270&browseItemId=378362&fromPage=1,Capita,Alto,Prism,Online Book Group,,,,
Brent,E09000005,,,https://www.brent.gov.uk/services-for-residents/libraries/,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/brent/,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558,libraries@brent.gov.uk,020 8937 3400,https://llc.ent.sirsidynix.net.uk/client/en_GB/brent/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.brent.gov.uk/services-for-residents/libraries/libraries-in-brent/,,https://www.brent.gov.uk/services-for-residents/libraries/our-library-services/,https://www.brent.gov.uk/services-for-residents/libraries/booking-a-computer/,,https://www.brent.gov.uk/libraries-arts-and-heritage/libraries/library-fees,£0.00,£0.00,,,,https://www.brent.gov.uk/services-for-residents/libraries/our-library-services/children-and-young-peoples-library-services/,,lovebrentlibraries,BrentLibraries,UC5VbOMYCoNcnZQ_aJIiPdyA,,https://www.brent.gov.uk/events-and-whats-on-calendar?eventCat=Library%20events,brent-culture-2738727830,,,,,https://public.govdelivery.com/accounts/UKBRENT/signup/10620,,,,,,,llc,"Ebooks,Audiobooks",llc,Audiobooks,llc,Ebooks,llc,Audiobooks,https://www.brent.gov.uk/elibrary,https://www.brent.gov.uk/elibrary,https://www.brent.gov.uk/elibrary,Overdrive,https://llc.overdrive.com/,RBDigital,https://llc.rbdigitalglobal.com/,SirsiDynix,Symphony,Enterprise,,,,,
Bridgend,W06000013,,,http://www.awen-libraries.com/bridgend-library,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/awen_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,libraries@awen-wales.com,01656 754824,http://www.awen-libraries.com/joining-the-library/,http://www.awen-libraries.com/bridgend-library,,http://www.awen-libraries.com/books-on-wheels/,http://www.awen-libraries.com/library-services/,http://www.awen-libraries.com/library-services/,,£0.00,£0.00,,,,http://www.awen-libraries.com/children-teenagers/,,awenlibraries,awenlibs,,,https://awen-libraries.ticketsolve.com/shows,,,,,,,,,,,4112,"Ebooks,Audiobooks",,,bridgend,"Audiobooks,Magazines,Comics",,,,,http://www.awen-libraries.com/downloads/,http://www.awen-libraries.com/downloads/,http://www.awen-libraries.com/downloads/,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4112,RBDigital,https://bridgend.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Brighton and Hove,E06000043,,,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries,,,https://brighton-hove.spydus.co.uk,,,libraries@brighton-hove.gov.uk,01273 290 800,https://new.brighton-hove.gov.uk/register-library-card-online,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/find-library,,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/how-our-libraries-support-people-special-educational-needs-and,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/use-computers-our-libraries,,https://www.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/fees-library-services,£0.10,£0.40,Day,,,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/events-children-and-families-our-libraries,,BrightonandHoveCityLibraries,BHLibraries,,,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/events-children-and-families-our-libraries,,,,,,,,,,,6310,"Ebooks,Audiobooks",,,brighton,"Ebooks,Audiobooks,Magazines,Comics",,,,,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/borrow-electronic-books-and-audiobooks,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/borrow-electronic-books-and-audiobooks,https://new.brighton-hove.gov.uk/libraries-leisure-and-arts/libraries/use-our-free-online-resources,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6310,RBDigital,https://brighton.rbdigitalglobal.com/,Civica,Spydus,Spydus,,,,,
Bristol,E06000023,,,https://www.bristol.gov.uk/libraries-archives,,,https://www.librarieswest.org.uk,https://play.google.com/store/apps/details?id=uk.co.solus.librarieswest,https://itunes.apple.com/us/app/librarieswest/id935637390,bristol.library.service@bristol.gov.uk,0117 903 7200,https://www.librarieswest.org.uk/client/en_GB/default/?rm=JOIN+THE+LIBRA0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.bristol.gov.uk/libraries-archives/library-finder,,https://www.wellaware.org.uk/projects/bristol-home-library-service/,,,https://www.bristol.gov.uk/libraries-archives/library-charges,£0.00,£0.15,Day,,,https://www.bristol.gov.uk/libraries-archives/services-for-children-and-young-people,,BristolLibraries,BristolLibrary,,,,bristol-libraries-11179795567,,,,,,,Shelf Life,https://soundcloud.com/user-248096612/,,6364,Audiobooks,bristollibraries,Ebooks,somerset,"Audiobooks,Magazines,Comics",LW,Ebooks,,,https://www.bristol.gov.uk/libraries-archives/ebooks-eaudio-from-library,https://www.bristol.gov.uk/libraries-archives/ebooks-eaudio-from-library,https://www.bristol.gov.uk/libraries-archives/online-newspapers-and-magazines,Overdrive,https://bristollibraries.overdrive.com,Bolinda,http://www.borrowbox.com/librarieswest,SirsiDynix,Symphony,Enterprise,"Reading,Reading Podcast",,,,
Bromley,E09000006,,,https://www.bromley.gov.uk/info/200062/libraries,,,https://prism.librarymanagementcloud.co.uk/bromley,https://play.google.com/store/apps/details?id=uk.co.solus.bromleylibraries,https://apps.apple.com/gb/app/bromley-libraries/id961574224,,020 8464 3333,,,,,,,https://www.better.org.uk/library/london/bromley/bromley-central-library/fees,£0.25,£0.25,Day,,,,,,,,,,,,,,,,,,,,,,glllibraries,"Ebooks,Audiobooks",bromley,"Audiobooks,Magazines",,,gll,Audiobooks,https://capitadiscovery.co.uk/bromley/assets/-/Ebooks.html,https://capitadiscovery.co.uk/bromley/assets/-/E-audiobooks.html,https://capitadiscovery.co.uk/bromley/assets/-/eMagazines.html,,,,,Capita,Alto,Prism,,,,,checked
Buckinghamshire,E06000060,,,https://www.buckinghamshire.gov.uk/libraries/,,,https://buckinghamshire.spydus.co.uk/,,,library@buckinghamshire.gov.uk,01296382415,https://buckinghamshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.buckinghamshire.gov.uk/libraries/information-about-local-library/,,https://www.buckinghamshire.gov.uk/libraries/library-services/get-books-and-other-library-items-delivered-your-home/,https://www.buckinghamshire.gov.uk/libraries/using-library-computers-and-wifi/,https://www.buckinghamshire.gov.uk/libraries/using-library-computers-and-wifi/,https://www.buckinghamshire.gov.uk/libraries/library-membership/library-charges-and-concessions/,£0.30,£0.30,Day,,,,bucks_libraries,BuckinghamshireLibraries,Bucks_Libraries,,,,12733079976,,https://www.buckscc.gov.uk/news-libraries/,,,,,,,,6290,Audiobooks,buckinghamshire,"Ebooks,Audiobooks",,,,,,,https://buckinghamshire.overdrive.com/,https://www.buckinghamshire.gov.uk/libraries/search-library-item/digital-audiobooks/,https://www.buckinghamshire.gov.uk/libraries/search-library-item/read-magazines-online/,Overdrive,https://buckinghamshire.overdrive.com,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6290,Civica,Spydus,Spydus,,,,,checked
Bury,E08000002,,,https://www.bury.gov.uk/libraries,,,https://bury.ent.sirsidynix.net.uk/client/en_GB/default/?,,,,01612535872,https://www.bury.gov.uk/index.aspx?articleid=15302,https://www.bury.gov.uk/index.aspx?articleid=10698,,https://www.bury.gov.uk/index.aspx?articleid=10984,https://www.bury.gov.uk/index.aspx?articleid=10950,https://www.bury.gov.uk/index.aspx?articleid=10950,https://www.bury.gov.uk/libraries-and-archives/library-fees-and-charges-1,£0.20,£0.20,Day,,,https://www.bury.gov.uk/index.aspx?articleid=10862,,BuryLibraries,BuryLibraries,UCGG0l5CDYZ074ouJ-0qMPGw,,,bury-libraries-6897951007,,,,https://www.bury.gov.uk/index.aspx?articleid=10988,,,Dinosaurs Didn't Read,https://audioboom.com/channels/4988486,https://audioboom.com/channels/4988486.rss,5616,"Ebooks,Audiobooks",,,greatermanchester,Magazines,,,,,https://www.bury.gov.uk/ebooks,https://www.bury.gov.uk/ebooks,https://www.bury.gov.uk/index.aspx?articleid=14146,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=5616&browseItemId=392190&fromPage=1,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=5616&browseItemId=392190&fromPage=1,SirsiDynix,Symphony,Enterprise,,checked,,,checked
Caerphilly,W06000018,,,https://www.caerphilly.gov.uk/Services/Libraries,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/caer_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,libraries@caerphilly.gov.uk,01443 864068,https://www.caerphilly.gov.uk/Services/Libraries/Join-the-library,https://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times,,https://www.caerphilly.gov.uk/Services/Libraries/Housebound-service.aspx,https://www.caerphilly.gov.uk/Services/Libraries/Computers-and-wifi,https://www.caerphilly.gov.uk/Services/Libraries/Computers-and-wifi,https://www.caerphilly.gov.uk/Services/Libraries/Fees-and-charges.aspx,£0.06,£0.13,Day,,,https://www.caerphilly.gov.uk/Services/Libraries/Children-and-young-people,,CaerphillyLibs,CaerphillyLibs,,,https://www.caerphilly.gov.uk/Services/Libraries/What-s-on-in-libraries,,,,,https://www.caerphilly.gov.uk/News/News-Bulletin,,,,,,4113,"Ebooks,Audiobooks",,,wales,"Magazines,Comics",,,,,https://www.caerphilly.gov.uk/Services/Libraries/Libraries-online,https://www.caerphilly.gov.uk/Services/Libraries/Libraries-online,https://www.caerphilly.gov.uk/Services/Libraries/Libraries-online,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=4113&browseItemId=130648&fromPage=1,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=4113&browseItemId=130535&fromPage=1,SirsiDynix,Symphony,Portfolio,,,,,checked
Calderdale,E08000033,,,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries,,,https://calderdale.spydus.co.uk,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile&gl=GB,https://apps.apple.com/gb/app/spydus-mobile/id657672156,libraries@calderdale.gov.uk.,01422 392633,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/join-library,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/your-local-library,,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/home-library-service,https://calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/internet-and-computing,https://calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/internet-and-computing/wi-fi-libraries,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/fees-and-charges,£0.00,£0.00,,,,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/libraries-children,Calderdalelibraries,calderdalelibraries,cmbclibraries,UCERHg0txdNmP-7ohhEmrCEg,,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/library-events-and-groups,,,,,,,,,,,,,,,calderdale,"Ebooks,Audiobooks,Magazines,Comics",,,,,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/digital-library/ebooks-and-eaudio-books,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/digital-library/ebooks-and-eaudio-books,https://www.calderdale.gov.uk/v2/residents/leisure-and-culture/libraries/digital-library/ebooks-and-eaudio-books,RBDigital,https://calderdale.rbdigitalglobal.com/discovery/eBook,RBDigital,https://calderdale.rbdigitalglobal.com/discovery/eAudio,Civica,Spydus,Spydus,,,,,checked
Cambridgeshire,E10000003,,,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries,,,https://cambridgeshire.spydus.co.uk/,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile,https://apps.apple.com/gb/app/spydus-mobile/id657672156,your.library@cambridgeshire.gov.uk,0345 045 5225,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-information,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/find-a-library,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/mobiles,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/accessibility,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/services-and-facilities,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/services-and-facilities,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/fees-and-charges,£0.25,£0.25,Day,,,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/children-and-young-people-in-libraries,cambslib,https://www.facebook.com/CambridgeshireLibraries/,cambslib,,,,,,,,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-news,,,,,,4171,Audiobooks,,,cambridgeshire,"Ebooks,Audiobooks,Magazines,Comics",,,cambridgeshire,Audiobooks,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-online/ebooks,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-online/eaudio-books,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-online/emagazines,RBDigital,https://cambridgeshire.rbdigitalglobal.com/,Bolinda,https://www.cambridgeshire.gov.uk/residents/libraries-leisure-culture/libraries/library-online/eaudio-books,Civica,Spydus,Spydus,,,,,checked
Camden,E09000007,,,https://www.camden.gov.uk/libraries-local-studies,,,https://camden.spydus.co.uk/,,,libraries@camden.gov.uk,020 7974 4444,https://camden.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.camden.gov.uk/library-information,,https://www.camden.gov.uk/home-library-service,,,https://www.camden.gov.uk/library-charges-and-fines,£0.00,£0.30,Day,,,,,,LoveCamden,,,,,,,,,,,,,,,,camdenlibrary,"Ebooks,Audiobooks",camden,"Ebooks,Audiobooks,Magazines,Comics",,,,,https://www.camden.gov.uk/digital-library,https://www.camden.gov.uk/digital-library,https://www.camden.gov.uk/digital-library,Overdrive,https://camdenlibrary.overdrive.com/,RBDigital,https://camden.rbdigitalglobal.com/,Civica,Spydus,Spydus,,,,,checked
Cardiff,W06000015,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Pages/default.aspx,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/card_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,Centrallibrary@cardiff.gov.uk,029 2038 2116,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/How-to-join-a-library/Pages/How-to-join-a-library.aspx,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/default.aspx,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Other-library-services/Pages/Other-Library-Services.aspx#6,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Other-library-services/Pages/Other-Library-Services.aspx#7,http://netloan.cardiff.gov.uk/,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Library-fines-and-charges/Pages/Library%20Fines%20and%20charges.aspx,£0.20,£0.20,Day,,,,,cardifflibraryservice,cdflibraries,UCQcfZCIcLdaQMcxIwAx1FDg,,,,,,,,,,,,,4971,"Ebooks,Audiobooks",,,cardiff,"Ebooks,Audiobooks,Comics,Magazines",,,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/eBooks/Pages/default.aspx,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/eBooks/Pages/default.aspx,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/eBooks/Pages/default.aspx,RBDigital,http://cardiff.oneclickdigital.eu/#/home,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4971,SirsiDynix,Symphony,Portfolio,,,,,
